comprador_id,nombre,ubicacion,fecha_registro,num_compras,total_gastado
390,Alonso Bonilla,CDMX,2025-04-03,3,2457.27
391,Luis Miguel Mario Arias Segura,CDMX,2025-04-03,6,2869.8
392,Eduardo Tomás Rascón,Toluca,2025-04-03,5,2784.16
393,Alejandra Ilse Samaniego Zayas,CDMX,2025-04-04,3,1041.12
394,Serafín Wilfrido de la O Figueroa,CDMX,2025-04-04,9,7872.32
395,Lic. Andrea Espinal,Monterrey,2025-04-04,1,460.81
396,Óscar Ballesteros,CDMX,2025-04-09,4,2252.07
397,Omar Bruno Sepúlveda Perea,Querétaro,2025-04-10,1,800.11
398,José Luis Rodrigo Casares,Monterrey,2025-04-12,2,1315.67
399,Serafín Teodoro Zamudio Caraballo,Pantepec,2025-04-12,1,469.02
400,Lic. Agustín Padrón,Xicotepec de Juárez,2025-04-14,7,5322.96
401,Indira Graciela Hurtado Tovar,Monterrey,2025-04-14,7,6169.2
402,Ana Luisa Piña Ortega,Monterrey,2025-04-15,4,1549.02
403,Jesús Caldera,Pantepec,2025-04-15,3,1997.59
404,Marisol Liliana Sisneros,Toluca,2025-04-16,6,2436.01
405,Jaime Santiago Rivas Estévez,Puebla,2025-04-16,4,1997.84
406,Sr. Darío Jáquez,Pantepec,2025-04-17,1,2099.42
407,Mauro Emiliano Ocampo,Puebla,2025-04-19,5,5762.05
408,Dr. Lucas Ortiz,CDMX,2025-04-20,4,2581.03
409,Rafaél Enrique Vega Alvarado,Xicotepec de Juárez,2025-04-21,4,2291.97
410,Srita. Adriana Suárez,Xicotepec de Juárez,2025-04-21,4,2257.17
411,Jacinto Elias Correa Amador,Puebla,2025-04-21,3,3297.07
412,Dr. Lorenzo Dávila,Xicotepec de Juárez,2025-04-22,4,1195.0
413,Elena Robles,Puebla,2025-04-22,3,2022.59
414,Teodoro Nava Armendáriz,Xicotepec de Juárez,2025-04-22,6,5546.99
415,Ana María Sessa Casares,CDMX,2025-04-22,3,1529.96
416,Miriam Villalobos,Monterrey,2025-04-23,1,648.37
417,Margarita Alba,Xicotepec de Juárez,2025-04-24,1,704.88
418,Sr. Jacobo Casárez,CDMX,2025-04-25,4,2270.05
419,Nancy Ana Cantú Gonzales,Guadalajara,2025-04-27,1,1349.46
420,Zeferino Collazo,CDMX,2025-04-27,3,2200.95
421,Conchita Olivo Villareal,CDMX,2025-04-28,2,1200.96
422,Luisa Esquivel Rodrígez,CDMX,2025-04-28,3,2608.99
423,Carlota Rocha,CDMX,2025-04-29,0,0.0
424,Verónica Alma Segura,Puebla,2025-04-30,5,3828.88
425,Bernardo Sergio Padrón Cardona,CDMX,2025-05-01,10,5411.98
426,Bernardo Eugenio Tafoya Montaño,Guadalajara,2025-05-03,5,4765.55
427,Ana María María Arguello,CDMX,2025-05-04,2,1109.72
428,Emilio Cazares Gallardo,Toluca,2025-05-07,3,2651.03
429,Leonor Venegas,Pantepec,2025-05-08,1,250.94
430,Pilar Hilda Flores,Puebla,2025-05-08,4,1215.79
431,Dr. Cristian Salas,Querétaro,2025-05-08,2,1688.39
432,Lic. Jaime Mayorga,Puebla,2025-05-10,8,7296.57
433,Antonio Ferrer Nájera,Monterrey,2025-05-10,4,2061.85
434,Amador Amador Pulido,Monterrey,2025-05-10,2,2846.98
435,Omar Batista,Querétaro,2025-05-11,5,2506.21
436,Anel Sessa Castañeda de la O,Puebla,2025-05-14,5,3244.32
437,Dr. Genaro Navarrete,Toluca,2025-05-16,4,2865.81
438,Luis Manuel Jonás Urrutia,CDMX,2025-05-18,5,3649.78
439,Alta  Gracia Villegas Valadez,Puebla,2025-05-18,0,0.0
440,Natividad Aida Cantú,Monterrey,2025-05-20,6,4675.1
441,Esmeralda Gamboa Cardenas,Xicotepec de Juárez,2025-05-22,3,3945.88
442,Ángela Amalia Esquivel,Xicotepec de Juárez,2025-05-23,3,3607.05
443,Diego Díaz Montoya,CDMX,2025-05-23,3,1120.24
444,Eloy Cardona Moreno,Monterrey,2025-05-25,1,1076.78
445,Abel José Luis Carvajal Bravo,Xicotepec de Juárez,2025-05-26,4,2130.69
446,Dr. Timoteo Henríquez,Querétaro,2025-05-26,2,1646.26
447,Pedro Fidel Lomeli,Monterrey,2025-05-27,2,3150.43
448,Rufino Adán Tafoya,Guadalajara,2025-05-28,2,1201.0
449,Fidel Pedro Padrón Barraza,Xicotepec de Juárez,2025-05-29,2,1194.03
450,José Manuél Centeno,Pantepec,2025-05-31,1,648.37
451,Cristobal Esteban del Río,Puebla,2025-06-01,1,1250.45
452,Ramiro Ocasio,Querétaro,2025-06-01,3,2376.55
453,Óscar Tejada,Querétaro,2025-06-01,4,2847.08
454,Mariana Karla Arredondo Longoria,Guadalajara,2025-06-01,2,1744.33
455,José Eduardo Magaña de la Torre,CDMX,2025-06-02,3,1738.84
456,Lic. Ramiro Meléndez,Puebla,2025-06-04,4,4373.99
457,Dr. Gonzalo Cintrón,Monterrey,2025-06-05,4,1056.67
458,Lucía Estela Batista Cortez,Guadalajara,2025-06-05,6,5780.48
459,Ing. Gloria Herrera,Guadalajara,2025-06-05,1,170.22
460,Leonor Laura Arenas Leal,Monterrey,2025-06-05,2,2355.92
461,Araceli Elena Gil Ornelas,Pantepec,2025-06-06,1,228.17
462,José Eduardo Molina Alonso,Monterrey,2025-06-06,1,1332.79
463,Lic. José Emilio Rendón,Monterrey,2025-06-14,5,2700.41
464,Salvador Paz Arriaga,CDMX,2025-06-14,3,1661.12
465,Lourdes Jaimes Garay,Xicotepec de Juárez,2025-06-14,3,3220.8
466,Felix Saucedo,Querétaro,2025-06-16,1,1049.0
467,Tania Raquel de la Crúz Ordóñez,Querétaro,2025-06-17,5,5606.21
468,María Teresa Rivera,Toluca,2025-06-18,5,2803.42
469,Abraham Zacarías Zapata,Puebla,2025-06-19,4,1283.34
470,Eva Esparta Llamas,Xicotepec de Juárez,2025-06-21,1,1049.0
471,Pilar Georgina Armendáriz,CDMX,2025-06-21,3,1103.56
472,Maximiliano Domínguez,Querétaro,2025-06-22,3,1936.73
473,Jacobo Perales Tirado,Toluca,2025-06-22,0,0.0
474,Cristian Peres,CDMX,2025-06-24,2,754.0
475,Teresa Abril Romero,CDMX,2025-06-24,2,1230.95
476,Julia Santacruz Villarreal,CDMX,2025-06-25,4,1972.88
477,Irma Angélica Paredes,Puebla,2025-06-25,6,3922.81
478,Sr. Pablo Valenzuela,Toluca,2025-06-25,3,3116.92
479,Concepción Armendáriz,CDMX,2025-06-29,3,1899.07
480,Salvador Prado,Toluca,2025-06-29,5,5007.2
481,Espartaco Alejandro Vera Tejada,Querétaro,2025-06-29,3,2130.37
482,Leticia Olga Mercado Guzmán,Puebla,2025-06-30,1,813.91
483,Ing. Araceli Carreón,Toluca,2025-06-30,4,3972.93
484,Alberto Varela Sisneros,Monterrey,2025-07-01,5,1330.99
485,Ing. Leticia Alonzo,Pantepec,2025-07-02,1,650.54
486,Ernesto Saucedo Cavazos,Monterrey,2025-07-03,1,240.8
487,Adalberto Oswaldo Alfaro Brito,Guadalajara,2025-07-03,3,2830.15
488,Rocío Carolina Soliz,Toluca,2025-07-03,3,1215.85
489,Ing. Esteban Samaniego,Guadalajara,2025-07-03,4,2407.8
490,Carmen Ávalos,CDMX,2025-07-04,5,4765.92
491,Cecilia Esther Jáquez,Monterrey,2025-07-07,5,4347.7
492,Antonio Robles,CDMX,2025-07-07,3,2087.85
493,Estela Lorena Olmos Juárez,Monterrey,2025-07-08,3,2528.87
494,Emilio Franco,Puebla,2025-07-09,4,3296.98
495,Marcos Nicolás Quiñónez,Xicotepec de Juárez,2025-07-10,0,0.0
496,Perla Celia Bravo Llamas,Guadalajara,2025-07-10,1,1057.06
497,José Manuél Flavio Longoria,Puebla,2025-07-12,3,980.7
498,Lic. Tomás Orta,Puebla,2025-07-13,2,769.04
499,Carla Sara Montoya de León,Querétaro,2025-07-14,3,1585.09
500,Renato Silvano Velásquez,Guadalajara,2025-07-15,1,702.13
501,Fernando Gálvez de la Garza,Xicotepec de Juárez,2025-07-16,0,0.0
502,Cristian Marcos Ortiz,Monterrey,2025-07-19,4,2570.16
503,Liliana Villanueva,Xicotepec de Juárez,2025-07-21,4,2356.91
504,Emilio Miguel Ángel Burgos Garay,Querétaro,2025-07-22,7,4140.06
505,Cynthia Casanova,Monterrey,2025-07-24,1,1226.3
506,Rubén Héctor Sáenz Bustamante,Monterrey,2025-07-24,0,0.0
507,Sonia Amaya Cavazos,Querétaro,2025-07-25,4,2365.02
508,Dra. Catalina Durán,Puebla,2025-07-28,2,1071.65
509,Óscar Lozano de la Torre,Querétaro,2025-07-29,4,3207.3
510,Judith Mayorga Saldivar,CDMX,2025-07-29,4,3660.55
511,Lic. Cynthia Rodarte,CDMX,2025-07-29,4,2543.83
512,Omar Lorenzo Gamboa,CDMX,2025-07-29,4,1595.91
513,Ing. Eduardo Posada,CDMX,2025-07-30,3,2204.42
514,Marco Antonio Holguín Mascareñas,CDMX,2025-07-31,6,4335.39
515,Arturo Bernal Loya,Xicotepec de Juárez,2025-07-31,3,2820.13
516,Reina Llamas Partida,Guadalajara,2025-07-31,0,0.0
517,Salvador Posada Muro,Guadalajara,2025-08-02,4,4794.83
518,Eva Mendoza,Guadalajara,2025-08-03,1,853.51
519,Aldo Reynoso Jasso,Monterrey,2025-08-04,2,430.08
520,Guillermina Carrillo,Monterrey,2025-08-05,1,866.06
521,Sr. Abel Carrasco,Guadalajara,2025-08-06,3,1505.93
522,Genaro Barela,Guadalajara,2025-08-06,5,3258.96
523,Lourdes Arias Holguín,Monterrey,2025-08-07,5,2960.43
524,Rodolfo Fajardo Rivera,Guadalajara,2025-08-07,2,2535.08
525,Anel Meraz,Guadalajara,2025-08-08,3,2930.3
526,Ing. Anabel Alejandro,,2025-08-09,3,1963.27
527,Ángel Claudio Velásquez,Guadalajara,2025-08-09,2,834.94
528,Yeni Lira Irizarry,Monterrey,2025-08-11,4,2183.77
529,Lic. Antonio Navarro,Pantepec,2025-08-12,3,1572.71
530,José Omar Montero,Xicotepec de Juárez,2025-08-13,1,366.58
531,Wilfrido Cervantes,Monterrey,2025-08-13,5,3433.55
532,Alvaro Enrique Montoya,Toluca,2025-08-13,2,2161.2
533,Sr. Zeferino de Anda,Guadalajara,2025-08-14,3,1087.47
534,Roberto Patricio Bahena,Guadalajara,2025-08-16,3,1916.96
535,Ing. Gerónimo Benítez,Guadalajara,2025-08-17,2,2785.46
536,Dr. Francisco Ruelas,Guadalajara,2025-08-17,1,144.75
537,Flavio Olivas,Puebla,2025-08-17,4,3442.43
538,Ing. Norma Matos,Puebla,2025-08-17,2,1278.83
539,Luis Manuel Ramón Mena,Guadalajara,2025-08-19,4,3102.66
540,Dr. Gustavo Riojas,CDMX,2025-08-20,3,1834.85
541,Ing. Pedro Alba,Puebla,2025-08-20,1,460.81
542,Paola Jaramillo Zelaya,Toluca,2025-08-21,1,1226.3
543,Amanda Ochoa,Monterrey,2025-08-21,6,2457.78
544,Itzel Solorio Moreno,Xicotepec de Juárez,2025-08-23,3,2144.85
545,Carlota Helena Durán,CDMX,2025-08-24,2,2342.85
546,Estela Medrano,Puebla,2025-08-25,2,1672.69
547,Ángela Miriam Pérez,Puebla,2025-08-28,4,3663.6
548,Gregorio Anaya,Toluca,2025-08-28,4,1747.69
549,Laura Bonilla Gálvez,Toluca,2025-08-30,0,0.0
550,Marisol Nájera Altamirano,Monterrey,2025-08-30,0,0.0
551,Paola Violeta Llamas,Pantepec,2025-09-01,2,719.47
552,Luis Manuel Juan Carlos Toledo Casárez,CDMX,2025-09-02,1,293.88
553,Dr. Gerónimo Benavídez,Xicotepec de Juárez,2025-09-03,3,948.55
554,Reina Angélica Laboy Garibay,Guadalajara,2025-09-04,6,3755.73
555,Óscar Lara Rincón,CDMX,2025-09-04,5,2599.51
556,Magdalena Judith Esquivel Vaca,CDMX,2025-09-04,4,3432.88
557,Sara Páez,Monterrey,2025-09-05,1,1221.46
558,Sra. Nancy Alba,Monterrey,2025-09-05,3,2123.31
559,Ing. Augusto Solís,Querétaro,2025-09-07,1,293.88
560,Andrea Eloisa Hernádez,Puebla,2025-09-09,2,1923.94
561,Marco Antonio Martínez Piña,Toluca,2025-09-09,2,872.13
562,Camilo Jimínez,Monterrey,2025-09-09,4,3392.81
563,Serafín Muro,Puebla,2025-09-10,3,1688.96
564,Lic. César Segura,CDMX,2025-09-10,4,1868.44
565,Mateo Montez Olivas,CDMX,2025-09-12,2,1088.12
566,Nadia Beatriz Saldivar Colunga,Monterrey,2025-09-14,2,1234.54
567,Lic. Leonel Lucio,Querétaro,2025-09-15,4,2203.45
568,Enrique Diego Alcántar,Xicotepec de Juárez,2025-09-15,2,1829.68
569,Pascual Gustavo Ulibarri Miranda,Monterrey,2025-09-17,2,1291.54
570,Joaquín Rodolfo Alonzo Cortez,Pantepec,2025-09-17,2,621.69
571,Rosario Robledo Quiroz,Puebla,2025-09-17,1,293.88
572,Anabel Ruelas,Querétaro,2025-09-18,2,3548.85
573,Minerva Micaela Salcido,CDMX,2025-09-18,3,785.23
574,Esmeralda Vázquez,Xicotepec de Juárez,2025-09-20,0,0.0
575,Lic. Leonor Casares,Xicotepec de Juárez,2025-09-20,4,2664.13
576,Perla María Cristina Toledo Montaño,Toluca,2025-09-27,1,474.43
577,Marisela Mojica Patiño,Querétaro,2025-09-27,0,0.0
578,Adela Jaqueline Murillo,Xicotepec de Juárez,2025-09-28,5,3658.14
579,Dr. Luis Sáenz,Puebla,2025-09-28,0,0.0
580,Reynaldo Treviño Salcido,CDMX,2025-09-28,3,2568.42
581,Ilse Escobedo,CDMX,2025-09-29,3,1701.24
582,Julio César Esteban Ibarra,CDMX,2025-09-30,5,2425.76
583,Lic. Armando Sáenz,Xicotepec de Juárez,2025-10-01,1,947.07
584,Esperanza Miriam Feliciano Palomo,CDMX,2025-10-01,1,546.9
585,Sr. Felipe Chávez,Guadalajara,2025-10-02,5,4598.51
586,Arturo Valverde Briseño,CDMX,2025-10-03,0,0.0
587,Claudia Carlota Ayala Flores,Guadalajara,2025-10-03,1,333.06
588,María Molina Aparicio,Guadalajara,2025-10-04,1,396.48
589,Mónica Arias Roldán,Puebla,2025-10-05,1,617.8
590,María Elena Mayte Miranda Madrid,Guadalajara,2025-10-06,0,0.0
591,María José Villa Brito,Xicotepec de Juárez,2025-10-08,0,0.0
592,César Olmos Verduzco,Toluca,2025-10-08,4,2163.92
593,Srita. Reina Gallardo,CDMX,2025-10-09,4,2890.73
594,Cynthia Cintrón,Pantepec,2025-10-12,4,3325.62
595,Araceli María Teresa León Martínez,Xicotepec de Juárez,2025-10-14,1,247.08
596,Hernán Fidel Maya,Monterrey,2025-10-15,1,938.48
597,Clemente Jerónimo Velasco,Querétaro,2025-10-15,1,648.37
598,Pablo Serrano,Puebla,2025-10-15,1,796.09
599,Cynthia Leonor Palacios Rosales,CDMX,2025-10-16,1,322.45
600,Lic. Augusto Maldonado,Monterrey,2025-10-17,1,335.54
601,Daniela Carlota Garrido Bustos,Guadalajara,2025-10-17,3,2053.99
602,Héctor José Luis Chacón Urbina,Monterrey,2025-10-17,3,1665.61
603,María Luisa Berta Gastélum Delgadillo,Guadalajara,2025-10-17,2,2240.92
604,Estela Esmeralda Alcántar Lucero,CDMX,2025-10-18,2,960.58
605,Alfredo Vázquez,Pantepec,2025-10-18,1,1049.0
606,Eugenia Concepción Solís,Puebla,2025-10-19,2,1242.09
607,Jacinto Felix Casillas Macías,Monterrey,2025-10-19,3,1748.69
608,Federico Miramontes,Toluca,2025-10-19,2,1284.47
609,Sra. Micaela Fonseca,Puebla,2025-10-20,0,0.0
610,Asunción Longoria,Puebla,2025-10-20,3,879.16
611,Dra. María José Leyva,CDMX,2025-10-21,1,882.3
612,Sr. Jerónimo Terán,Puebla,2025-10-22,2,1201.0
613,Karla Claudia Rodríguez,Querétaro,2025-10-22,0,0.0
614,Daniel José Emilio Cornejo,Querétaro,2025-10-22,1,732.86
615,Isaac Collazo Ortega,CDMX,2025-10-23,2,1229.15
616,Andrea Berríos Oquendo,Xicotepec de Juárez,2025-10-24,2,1587.41
617,Julio César Zacarías Mojica Toro,Guadalajara,2025-10-25,2,1516.09
618,José Carlos Bahena,Guadalajara,2025-10-26,1,322.45
619,Modesto Augusto Arriaga Muro,Toluca,2025-10-26,2,1065.92
620,Reynaldo Leonardo Moreno Vera,Monterrey,2025-10-26,4,1970.05
621,Lic. Agustín Mejía,Monterrey,2025-10-26,1,322.45
622,Arcelia Segura Garibay,Pantepec,2025-10-27,2,1346.01
623,Adán Arce Regalado,Pantepec,2025-10-29,1,208.38
624,Jacinto Juan Carlos Mena,Querétaro,2025-10-29,0,0.0
625,Hermelinda Rascón Domínguez,Puebla,2025-10-31,4,4129.68
626,Felix Gustavo Solorio Terán,Puebla,2025-10-31,2,1441.18
627,Eloisa Arriaga,CDMX,2025-11-01,2,1310.26
628,Eduardo Leonel Montalvo Hidalgo,Puebla,2025-11-04,3,1083.92
629,Sra. Minerva Villalobos,Querétaro,2025-11-06,4,3406.35
630,Claudia Garay,CDMX,2025-11-06,1,831.76
631,Pascual Jaramillo,Querétaro,2025-11-06,1,276.07
632,Abel Molina,Xicotepec de Juárez,2025-11-06,2,1961.17
633,Sra. Verónica Pineda,Toluca,2025-11-08,4,2732.85
634,Víctor Cristian Collazo,Guadalajara,2025-11-08,1,322.99
635,Ivonne Helena Gonzales Mendoza,Guadalajara,2025-11-09,1,2138.92
636,Dr. Guillermo Limón,Xicotepec de Juárez,2025-11-11,4,2562.48
637,Estela Georgina Montez Bétancourt,Guadalajara,2025-11-11,2,1055.17
638,Lic. Guadalupe Muro,CDMX,2025-11-11,4,1308.73
639,Srita. Rebeca de Jesús,Guadalajara,2025-11-11,0,0.0
640,Lic. Araceli Rivera,Toluca,2025-11-12,2,1058.68
641,Evelio Palomo Bustos,Pantepec,2025-11-12,2,1625.81
642,Rodrigo Quintero,Monterrey,2025-11-13,2,1515.02
643,Abraham Gurule,Querétaro,2025-11-14,2,1099.31
644,Itzel Carmen Pedraza Segovia,Puebla,2025-11-15,2,534.57
645,Jacobo Salcido Solorio,Guadalajara,2025-11-16,2,601.22
646,Ana Helena Carrera,Querétaro,2025-11-17,3,2878.97
647,Dulce Rojas,Puebla,2025-11-18,2,2577.24
648,Berta Carolina Mondragón,Guadalajara,2025-11-19,2,1459.13
649,Santiago Valdés,Guadalajara,2025-11-19,1,374.08
650,Jorge Nicolás Melgar Granado,CDMX,2025-11-19,4,4025.49
651,Alta  Gracia María Eugenia Espinosa Amador,Querétaro,2025-11-20,2,2486.38
652,Adela Varela,,2025-11-21,3,5459.33
653,René Olivo Cortez,CDMX,2025-11-22,1,548.16
654,María Elena Elena Ceja Pérez,Pantepec,2025-11-24,0,0.0
655,Ing. Jerónimo Covarrubias,Guadalajara,2025-11-24,1,916.64
656,Francisca Elena Pérez Ureña,Xicotepec de Juárez,2025-11-26,0,0.0
657,Gustavo Flórez Casares,Querétaro,2025-11-27,2,580.55
658,Humberto Canales Saiz,Puebla,2025-11-29,3,2413.05
659,Lorenzo Benjamín Leal Chacón,Querétaro,2025-11-30,2,1534.84
660,Joaquín Camilo Mayorga Cornejo,Puebla,2025-11-30,1,1256.29
661,Leonardo Jonás Roybal,Xicotepec de Juárez,2025-11-30,2,1587.47
662,Marcela Isabel Corrales,Guadalajara,2025-11-30,1,617.8
663,Alejandra Itzel Valenzuela,Puebla,2025-11-30,2,1453.69
664,Ramón Pedro Montenegro,Monterrey,2025-12-01,2,1971.91
665,Olivia Esquivel,CDMX,2025-12-04,1,294.72
666,Dulce María Cotto,CDMX,2025-12-05,0,0.0
667,Lic. Alicia Ramón,Querétaro,2025-12-06,3,1554.54
668,Alta  Gracia Raquel Cadena Garrido,Toluca,2025-12-09,1,322.99
669,Mateo Jorge Samaniego,Pantepec,2025-12-09,1,272.4
670,Julio Arreola Casares,CDMX,2025-12-10,1,944.22
671,Perla Josefina Rosas,Pantepec,2025-12-10,4,1690.13
672,Gabriela Estela Rangel,Toluca,2025-12-10,0,0.0
673,Ing. Mercedes Guajardo,Toluca,2025-12-11,3,1598.2
674,Lucía Mayte Vera Casanova,Guadalajara,2025-12-11,0,0.0
675,María Wendolin Preciado Bañuelos,Toluca,2025-12-13,2,784.16
676,Humberto Castillo,Monterrey,2025-12-14,3,2631.18
677,Julio Martínez,CDMX,2025-12-17,1,853.51
678,Ing. Violeta Ochoa,Toluca,2025-12-18,1,292.88
679,Espartaco Pulido Ulibarri,CDMX,2025-12-18,0,0.0
680,Mario Mesa,CDMX,2025-12-19,2,1199.5
681,Lic. Homero Campos,Xicotepec de Juárez,2025-12-19,2,586.35
682,Eva Salcedo Rolón,Querétaro,2025-12-20,2,1518.79
683,Flavio Escobedo,Puebla,2025-12-20,1,1124.79
684,Eva Sonia Gonzales Pichardo,Puebla,2025-12-21,0,0.0
685,Úrsula Cynthia Alcaraz,Puebla,2025-12-21,2,1464.6
686,Ing. Julio César Cadena,,2025-12-21,1,610.73
687,Arcelia Casárez,Guadalajara,2025-12-22,2,963.5
688,Elsa Galarza,Monterrey,2025-12-23,2,1161.72
689,Nicolás René Enríquez,CDMX,2025-12-24,3,2668.08
690,Jaime Márquez Aguilar,Puebla,2025-12-24,1,384.12
691,Sr. José Manuél Gamboa,Pantepec,2025-12-25,0,0.0
692,Camilo Luis Manuel Santana Rosales,Guadalajara,2025-12-25,0,0.0
693,Miguel Ángel Sandoval Loera,Toluca,2025-12-27,0,0.0
694,Dr. Benito Rentería,Monterrey,2025-12-28,1,673.74
695,Luis Miguel Rosado,Puebla,2025-12-28,3,1267.58
696,Araceli Escobar Salgado,Toluca,2025-12-29,2,892.97
697,José Manuél Jos Medrano Portillo,CDMX,2025-12-30,2,2418.49
698,Beatriz Quiñónez Marín,Querétaro,2026-01-01,0,0.0
699,Camila Liliana Arevalo Ávila,Puebla,2026-01-02,0,0.0
700,Darío Ángel del Río,Toluca,2026-01-02,2,359.58
701,Julia Cristina Quintero,CDMX,2026-01-02,1,1124.79
702,Ing. Diana Peralta,Xicotepec de Juárez,2026-01-05,1,198.82
703,Sofía Lourdes Orosco Ponce,CDMX,2026-01-05,0,0.0
704,Ing. Anel Ocasio,Toluca,2026-01-06,1,796.09
705,Ing. Daniela Batista,CDMX,2026-01-06,2,3347.29
706,Estela Natividad Vanegas,Monterrey,2026-01-06,3,2993.4
707,Rufino Porfirio Leiva,Puebla,2026-01-06,2,1400.86
708,Wilfrido Zambrano Gaitán,Toluca,2026-01-07,1,142.48
709,Norma Vanesa Rocha Longoria,Guadalajara,2026-01-08,1,800.11
710,Ing. Citlali Chacón,Xicotepec de Juárez,2026-01-08,0,0.0
711,Ing. Zacarías Alarcón,CDMX,2026-01-10,1,2325.3
712,Gilberto Ramírez Carrera,CDMX,2026-01-10,3,1193.33
713,Gloria Ulibarri,Monterrey,2026-01-11,1,743.01
714,Pablo Urbina Cruz,Xicotepec de Juárez,2026-01-12,1,299.41
715,Raquel Inés Muñoz,Guadalajara,2026-01-12,2,934.08
716,Israel Gálvez Zambrano,Monterrey,2026-01-12,2,2082.21
717,Esmeralda Frida Alcaraz Córdova,CDMX,2026-01-13,2,1302.66
718,Clara Camarillo Varela,CDMX,2026-01-13,1,335.54
719,Amanda María Luisa Pulido,Puebla,2026-01-13,1,151.34
720,Renato Piña,Monterrey,2026-01-15,2,1241.67
721,Dulce Montero Carranza,CDMX,2026-01-15,1,228.97
722,Sra. Florencia Rodríguez,Xicotepec de Juárez,2026-01-16,0,0.0
723,Raúl Rascón Paredes,Guadalajara,2026-01-17,0,0.0
724,Genaro Óliver Miranda,Xicotepec de Juárez,2026-01-17,2,582.62
725,Gilberto Zamora Velasco,CDMX,2026-01-18,0,0.0
726,Verónica Paulina Caraballo Osorio,Xicotepec de Juárez,2026-01-18,1,1049.0
727,Daniel Julio Dueñas Loera,Guadalajara,2026-01-18,0,0.0
728,Srita. Berta Ramón,Toluca,2026-01-18,0,0.0
729,Mauricio Urías Santiago,Toluca,2026-01-19,0,0.0
730,Frida Ilse Irizarry Vega,Guadalajara,2026-01-19,1,726.27
731,Roberto Zeferino Iglesias Medrano,Guadalajara,2026-01-21,2,1189.42
732,Daniel Emilio Monroy Alvarado,Monterrey,2026-01-22,1,813.91
733,Dr. Jerónimo Bravo,Puebla,2026-01-23,1,322.45
734,Ing. Lorena Armas,Puebla,2026-01-24,0,0.0
735,Dr. Hugo Franco,Monterrey,2026-01-24,1,853.51
736,Araceli Quintero,Puebla,2026-01-25,1,572.02
737,Benito Lorenzo Tovar Espinoza,Pantepec,2026-01-25,1,920.64
738,Lic. Ilse Olmos,Monterrey,2026-01-27,1,944.22
739,Asunción Puga,CDMX,2026-01-28,2,1154.96
740,Augusto Adán Ibarra Santillán,Puebla,2026-01-28,0,0.0
741,Andrés Genaro Meléndez,CDMX,2026-01-29,2,1628.16
742,Horacio Octavio Serna Raya,CDMX,2026-01-30,2,1753.44
743,Débora Archuleta Apodaca,Toluca,2026-01-30,0,0.0
744,Amanda Echeverría Salas,Guadalajara,2026-01-31,1,424.68
745,Jaqueline Margarita Maldonado Santillán,Xicotepec de Juárez,2026-01-31,2,1657.48
746,María Teresa Torres,Querétaro,2026-01-31,0,0.0
747,Alfonso Arturo Alcántar,CDMX,2026-02-01,1,260.57
748,Asunción Armendáriz,Guadalajara,2026-02-02,1,1124.79
749,Felipe Daniel Aparicio Flórez,Guadalajara,2026-02-02,1,1201.68
750,Marcos Noriega Jasso,Puebla,2026-02-03,0,0.0
751,Marisol Angélica Castro Gracia,Puebla,2026-02-05,3,2220.88
752,Lourdes Celia Tejeda Sáenz,Puebla,2026-02-07,1,309.61
753,Alfonso Gustavo Montoya Guzmán,Xicotepec de Juárez,2026-02-07,1,610.73
754,Armando Pacheco,CDMX,2026-02-08,0,0.0
755,Raúl Rodolfo Cadena,Xicotepec de Juárez,2026-02-09,1,866.06
756,Ing. Federico Esparza,Toluca,2026-02-09,2,771.24
757,Karla Aida Aparicio Bustos,Monterrey,2026-02-10,2,1580.5
758,Benito Espartaco Arteaga Ojeda,Guadalajara,2026-02-10,0,0.0
759,Lourdes Berta Contreras,Puebla,2026-02-11,1,460.81
760,Jerónimo Meza Vallejo,Toluca,2026-02-11,3,2792.01
761,Eduardo Trujillo,Guadalajara,2026-02-11,1,635.75
762,Jesús Agustín Salcido Arreola,Monterrey,2026-02-12,0,0.0
763,Gilberto Lucas Narváez,Xicotepec de Juárez,2026-02-13,0,0.0
764,Liliana Anabel Cazares Pizarro,Pantepec,2026-02-13,3,1928.98
765,Violeta Cervantes Henríquez,Pantepec,2026-02-15,1,384.12
766,Sra. Débora Urías,Toluca,2026-02-15,1,530.44
767,Cornelio Héctor Olivera,Toluca,2026-02-16,3,888.85
768,Alonso Fernando de la Garza Miranda,Querétaro,2026-02-17,2,619.3
769,Natalia Guevara,Querétaro,2026-02-18,0,0.0
770,Nicolás Bruno Núñez Escobedo,Toluca,2026-02-21,3,1518.84
771,Santiago Chávez,Querétaro,2026-02-21,2,405.32
772,Hermelinda Cardona,CDMX,2026-02-22,0,0.0
773,Alvaro de la O Varela,Monterrey,2026-02-23,0,0.0
774,Dr. Horacio Madera,Monterrey,2026-02-25,0,0.0
775,Cornelio Homero Gurule Casárez,CDMX,2026-02-25,0,0.0
776,Jaime Rodríquez,Monterrey,2026-02-26,0,0.0
777,Cecilia Aurora Alcaraz Ulloa,Pantepec,2026-02-27,0,0.0
778,Joaquín Raya,Guadalajara,2026-02-28,0,0.0
779,Lic. Paulina Otero,Pantepec,2026-03-01,0,0.0
780,Vicente Jerónimo Esquibel,Monterrey,2026-03-02,0,0.0
781,Timoteo Mojica Nájera,,2026-03-04,3,2166.5
